TRADE_DT,Value
2018-11-26,3331548.2866046512
2018-11-27,3375859.570801741
2018-11-28,3303355.8037143466
2018-11-29,3322108.726209274
2018-11-30,3408892.340040163
2018-12-03,3414127.2214473304
2018-12-04,3395512.20669776
2018-12-05,3330468.647098201
2018-12-06,3339574.3766131992
2018-12-07,3303880.32381554
2018-12-10,3351831.8209125996
2018-12-11,3342767.025890676
2018-12-12,3374918.4075835147
2018-12-13,3293768.076891761
2018-12-14,3301540.2676964337
2018-12-17,3264644.1170530557
2018-12-18,3240712.996322989
2018-12-19,3235484.4329714365
2018-12-20,3199494.1170924143
2018-12-21,3217347.2131711915
2018-12-24,3180876.111128265
2018-12-25,3184063.826734903
2018-12-26,3162775.4312650682
2018-12-27,3168329.451575541
2018-12-28,3148475.6719623962
